"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX..Averaged_Ground_Heat_Flux.","Air.Temperature.0m..Height...0.","Relative.Humidity.2m..Height...2.","Rainfall.Amount..Height...0.","Snowfall.Amount..Height...0.","Wind.Speed..Height...10.","Snowfall.Amount.Acc..Height...0.","Precipitation.Amount.Acc..Height...0.","Surface Downwelling Shortwave Flux In Air (Height = 0)"
"1","2023-02-18",261.8,262.32,-15.1,0.4,-9.4,261.795776367188,0.954397797584534,0,1.54078006744385e-05,11.7081480026245,4.36503982543945,4.36629104614258,18.734375
"2","2023-02-18 06:00:00",261.91,261.79,0.5,8.6,-7.5,261.914642333984,0.942679107189178,0,0.000144317746162415,12.2457838058472,6.21238136291504,6.21355056762695,8.796875
"3","2023-02-18 12:00:00",259.58,260.96,-35.8,-5.7,-6.8,259.578582763672,0.941884338855743,0,0.000131621956825256,11.6504859924316,3.49282073974609,3.49423599243164,9.99999897748375e-16
"4","2023-02-18 18:00:00",260.67,260.79,-4.2,4.3,-4.2,260.671752929688,0.940007865428925,0,4.84585762023926e-05,8.88087272644043,3.70882797241211,3.70985794067383,9.99999897748375e-16
"5","2023-02-19",259.4,260.95,-33.3,-6.1,-2.4,259.404479980469,0.943608105182648,0,9.34302806854248e-06,9.81983184814453,0.985221862792969,0.98638916015625,21.671875
"6","2023-02-19 06:00:00",257.62,261.11,-21,-4.2,-6.8,257.618682861328,0.898837447166443,0,0,2.83275747299194,0.297061920166016,0.298141479492188,14.4609375
"7","2023-02-19 12:00:00",264.29,265.19,-14.6,-4.7,12.2,264.286407470703,0.978107035160065,1.19209289550781e-07,0.000171273946762085,7.18480062484741,1.21518707275391,1.21600341796875,9.99999897748375e-16
"8","2023-02-19 18:00:00",267.68,268.27,-12.9,-5.9,22.2,267.678344726562,0.991731941699982,0,0.000446826219558716,9.3199291229248,18.58642578125,18.5892028808594,9.99999897748375e-16
"9","2023-02-20",266.55,266.48,-1,4,3.9,266.549468994141,0.984362423419952,5.96046447753906e-08,0.000427514314651489,13.3496866226196,25.2767944335938,25.2822723388672,8.25
"10","2023-02-20 06:00:00",266.79,266.81,-4.2,2.5,4.1,266.787780761719,0.987200796604156,1.19209289550781e-07,0.000529542565345764,16.1787300109863,23.8179702758789,23.8245964050293,3.1484375
"11","2023-02-20 12:00:00",267.1,267.34,-9.4,-1.9,7.9,267.097534179688,0.98955225944519,2.38418579101562e-07,1.20997428894043e-05,13.7077226638794,18.2889862060547,18.2918014526367,9.99999897748375e-16
"12","2023-02-20 18:00:00",259.79,263.61,-81.6,0.8,-17.2,259.795959472656,0.729480981826782,0,0,10.2607126235962,5.13860702514648,5.1405143737793,9.99999897748375e-16
"13","2023-02-21",258.2,265.17,-55.6,4,-6,258.201904296875,0.495623528957367,0,0,3.88252687454224,0.0198001861572266,0.0227603912353516,19.2265625
"14","2023-02-21 06:00:00",263.76,268.19,-31.5,1.7,12.6,263.761352539062,0.679645299911499,0,0,3.45828461647034,0.0001983642578125,0.0001983642578125,14.0859375
"15","2023-02-21 12:00:00",263.4,266.93,-29,-6.6,21.1,263.40576171875,0.865833103656769,0,0,3.95835518836975,0,0,9.99999897748375e-16
"16","2023-02-21 18:00:00",265.13,267.63,-25.6,-10.7,5,265.126220703125,0.958026349544525,0,0.000116780400276184,4.86225080490112,0.329986572265625,0.329986572265625,9.99999897748375e-16
"17","2023-02-22",267.62,268.57,-15.6,-7.2,10.8,267.614501953125,0.985020101070404,0,0.000180751085281372,7.32391595840454,3.654052734375,3.6737174987793,17.484375
"18","2023-02-22 06:00:00",268.75,268.92,-4.1,-1.2,6.8,268.750122070312,0.995228290557861,1.19209289550781e-07,0.000182509422302246,7.48916435241699,5.69833755493164,5.70285415649414,10.046875
"19","2023-02-22 12:00:00",266.93,267.37,-4.7,-1.3,-0.1,266.926788330078,0.985447824001312,0,0.000357776880264282,4.26036357879639,11.3553810119629,11.3573417663574,9.99999897748375e-16
"20","2023-02-22 18:00:00",260.12,261.32,-22.4,-3.7,-17.8,260.118011474609,0.949437379837036,1.19209289550781e-07,9.46223735809326e-06,8.2909984588623,6.09237670898438,6.09339141845703,9.99999897748375e-16
"21","2023-02-23",259.41,261.21,-17.1,-3.7,-18.6,259.408142089844,0.947514533996582,0,3.03983688354492e-06,4.35068798065186,0.840213775634766,0.843212127685547,26.03125
"22","2023-02-23 06:00:00",262.14,262.31,-3.6,2.2,-7.8,262.1455078125,0.955738186836243,1.19209289550781e-07,0.00013376772403717,6.52711248397827,0.0994491577148438,0.10028076171875,11.1875
"23","2023-02-23 12:00:00",263.88,264.52,-8.7,-1.8,4.2,263.880249023438,0.973607838153839,1.19209289550781e-07,2.9444694519043e-05,5.77744150161743,6.36428451538086,6.36547088623047,9.99999897748375e-16
