"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX..Averaged_Ground_Heat_Flux.","Air.Temperature.0m..Height...0.","Relative.Humidity.2m..Height...2.","Rainfall.Amount..Height...0.","Snowfall.Amount..Height...0.","Wind.Speed..Height...10.","Snowfall.Amount.Acc..Height...0.","Precipitation.Amount.Acc..Height...0.","Surface Downwelling Shortwave Flux In Air (Height = 0)"
"1","2013-04-14",270.86,271.01,-11.1,26.9,28.5,270.863464355469,0.807315468788147,0,0,8.56045532226562,0.000314712524414062,0.000316619873046875,128.327499389648
"2","2013-04-14 06:00:00",271.89,273.29,-26.1,8.9,18,271.882263183594,0.820635080337524,0,0,6.47444248199463,0.0268173217773438,0.0268173217773438,65.78125
"3","2013-04-14 12:00:00",269.52,273.33,-17.8,2.5,-2,269.525970458984,0.675419569015503,0,0,1.86540031433105,0,0,0
"4","2013-04-14 18:00:00",270.82,272.59,-17.9,-3.8,2.3,270.818420410156,0.898105144500732,0,3.78787517547607e-05,3.66828680038452,0.404891967773438,0.404891967773438,1.015625
"5","2013-04-15",273.48,274.36,-12.3,8.8,44.9,273.484375,0.847994744777679,0,0,4.69471597671509,1.60297393798828,1.61069869995117,108.321395874023
"6","2013-04-15 06:00:00",273.25,274.73,-30,0.3,21.5,273.254455566406,0.878436028957367,0,0,7.54561710357666,0.000370025634765625,0.00151824951171875,64
"7","2013-04-15 12:00:00",270.84,274.82,-28.4,-5.5,-8.3,270.839416503906,0.796589970588684,0,0,2.92388391494751,0.00107192993164062,0.0160446166992188,0
"8","2013-04-15 18:00:00",274.25,276.79,-35.3,1.7,13.6,274.254516601562,0.812596201896667,0,0,5.84506464004517,0.0117454528808594,0.402462005615234,1.515625
"9","2013-04-16",274.76,277.68,-57.8,6.3,107.8,274.760375976562,0.785558342933655,0,0,8.73841953277588,0.000293731689453125,0.00134658813476562,115.10400390625
"10","2013-04-16 06:00:00",274.4,276.73,-55.4,-13.2,74.1,274.405364990234,0.882328569889069,0,0,10.142707824707,0,0,46.7278785705566
"11","2013-04-16 12:00:00",273.79,276.47,-46.1,6.6,20.9,273.791442871094,0.782292187213898,0,0,7.22001218795776,0,0,0
"12","2013-04-16 18:00:00",272.56,276.79,-13,2.3,-6.5,272.557312011719,0.666356921195984,0,0,1.31068408489227,0,0,2.4375
"13","2013-04-17",273.97,276.45,-14.3,4,81.9,273.969055175781,0.774127840995789,0,0,2.46909832954407,0,0,132.198989868164
"14","2013-04-17 06:00:00",273.72,275.57,-11.5,-4.2,34.1,273.723754882812,0.922167360782623,0.000183820724487305,0,2.52504873275757,0,0.359462738037109,28.2680282592773
"15","2013-04-17 12:00:00",273.57,275.69,-26.3,-3.2,23.8,273.575897216797,0.86786413192749,2.02655792236328e-06,0,5.09244108200073,0.000438690185546875,3.77606201171875,0
