"","Time","TS..Surface.temperature.","T2M..2m_Temperature.","H..Averaged_Sensible_Heat_Flux.","LE..Averaged_Total_Latent_Heat_Flux.","GFLUX..Averaged_Ground_Heat_Flux.","Air.Temperature.0m..Height...0.","Relative.Humidity.2m..Height...2.","Rainfall.Amount..Height...0.","Snowfall.Amount..Height...0.","Wind.Speed..Height...10.","Snowfall.Amount.Acc..Height...0.","Precipitation.Amount.Acc..Height...0.","Surface Downwelling Shortwave Flux In Air (Height = 0)"
"1","2022-02-23",261.61,262.25,-7.1,-0.3,17.1,261.609619140625,0.954487860202789,0,0.000224113464355469,4.55757474899292,8.54874038696289,8.54963684082031,5.3828125
"2","2022-02-23 06:00:00",264.02,264.32,-6.6,0.4,8,264.020751953125,0.972141921520233,2.38418579101562e-07,0.000385090708732605,7.92733669281006,7.70366668701172,7.71211242675781,1.2734375
"3","2022-02-23 12:00:00",263.33,263.74,-10.2,-0.1,12.1,263.332885742188,0.96814489364624,2.38418579101562e-07,0.000472337007522583,9.70410251617432,11.2823104858398,11.2886352539062,9.99999897748375e-16
"4","2022-02-23 18:00:00",264.53,264.92,-10.6,-1.1,12.7,264.531311035156,0.976460039615631,1.96695327758789e-06,7.41928815841675e-05,10.4434223175049,12.7367668151855,12.7555236816406,9.99999897748375e-16
"5","2022-02-24",263.62,264.03,-14.1,-0.5,17.1,263.619812011719,0.970128953456879,2.98023223876953e-07,0.000388085842132568,13.382532119751,10.7578239440918,10.7934684753418,2.09375
"6","2022-02-24 06:00:00",264.95,265.49,-12.9,-3,0.2,264.952209472656,0.980061054229736,8.34465026855469e-07,2.01910734176636e-05,9.94399833679199,14.1976280212402,14.2368621826172,6.9140625
"7","2022-02-24 12:00:00",266.38,266.59,-6.4,0,6,266.380859375,0.982868850231171,0,0.00050903856754303,10.0070924758911,16.8790969848633,16.9178123474121,9.99999897748375e-16
"8","2022-02-24 18:00:00",265.65,265.82,-4.7,0.4,-0.2,265.645080566406,0.981951534748077,3.57627868652344e-07,5.58942556381226e-05,8.15801811218262,19.3387069702148,19.3546371459961,9.99999897748375e-16
"9","2022-02-25",264.49,264.33,0.8,3.6,5.6,264.490539550781,0.972449541091919,5.96046447753906e-07,3.64929437637329e-05,7.2874174118042,6.98361206054688,6.99272918701172,16.1796875
"10","2022-02-25 06:00:00",262.61,262.64,-3.4,5.8,-2.1,262.615051269531,0.954900562763214,0,0.000491484999656677,12.2069606781006,9.36470794677734,9.38459014892578,2.6015625
"11","2022-02-25 12:00:00",260.69,261.27,-14.7,0.5,-18.4,260.692779541016,0.947894394397736,2.38418579101562e-07,6.83963298797607e-06,10.111026763916,4.75297546386719,4.76642608642578,9.99999897748375e-16
"12","2022-02-25 18:00:00",261.14,261.13,-0.8,2.2,-14,261.13525390625,0.944888830184937,1.19209289550781e-07,2.250075340271e-05,3.97538924217224,1.72306823730469,1.72860336303711,9.99999897748375e-16
"13","2022-02-26",261.89,261.86,-0.8,2.4,3.4,261.888488769531,0.952244937419891,1.19209289550781e-07,1.96695327758789e-06,4.70188426971436,0.954906463623047,0.959270477294922,17.7265625
"14","2022-02-26 06:00:00",264.56,264.82,-5.7,0.6,7.7,264.5546875,0.97249162197113,0,0.000517234206199646,7.41284370422363,12.854866027832,12.8575210571289,1.4453125
"15","2022-02-26 12:00:00",268.89,269.1,-10.6,-4.2,15.6,268.888519287109,0.997198581695557,3.09944152832031e-06,0.00036214292049408,15.9349145889282,25.0830993652344,25.1135406494141,9.99999897748375e-16
"16","2022-02-26 18:00:00",268.83,268.94,-6.1,-1.4,8.1,268.832214355469,0.996557295322418,7.74860382080078e-07,0.000443398952484131,13.8351011276245,16.0478744506836,16.0999984741211,0
"17","2022-02-27",268.39,269.05,-14.8,11,15.9,268.387176513672,0.884449899196625,0,0,9.28853225708008,8.80701446533203,8.83737182617188,15.4609375
"18","2022-02-27 06:00:00",268.48,268.55,-6.7,-0.5,8,268.483154296875,0.995151042938232,2.38418579101562e-07,0.000754788517951965,18.1566333770752,2.824462890625,2.83594131469727,0.953125
"19","2022-02-27 12:00:00",268.88,268.85,-2.2,1.3,0.3,268.881011962891,0.996082127094269,2.20537185668945e-06,0.000131458044052124,14.0521297454834,22.7339019775391,22.746509552002,9.99999897748375e-16
"20","2022-02-27 18:00:00",269.14,269.14,-1.7,0.2,1.5,269.141906738281,0.997287034988403,7.03334808349609e-06,4.52697277069092e-05,7.57069206237793,6.66226196289062,6.75637817382812,0
"21","2022-02-28",262.47,267.69,-40.9,0.1,-4.9,262.467895507812,0.663227319717407,0,0,3.70766735076904,4.63949584960938,4.71806335449219,26.7578125
"22","2022-02-28 06:00:00",263.41,268.01,-60.7,7.9,-13.4,263.41064453125,0.623400688171387,0,0,6.23093461990356,0.0210189819335938,0.0361175537109375,12.8046875
"23","2022-02-28 12:00:00",266.69,268.4,-24.5,-2,0.2,266.693359375,0.894949197769165,0,0,6.53160381317139,0.9215087890625,0.923633575439453,9.99999897748375e-16
"24","2022-02-28 18:00:00",266.77,268.28,-21.1,13,-7.1,266.767700195312,0.770113289356232,0,0,6.33418321609497,3.18673706054688,3.19083786010742,0
"25","2022-03-01",267.91,267.95,-4,0.6,8.2,267.909851074219,0.99271160364151,3.51667404174805e-06,0.000197172164916992,12.8057165145874,12.8419914245605,12.8458480834961,4.953125
"26","2022-03-01 06:00:00",267.1,266.93,2.2,6,-7.9,267.102844238281,0.987826347351074,2.38418579101562e-07,0.000692263245582581,15.9144630432129,28.7470359802246,28.7851486206055,1.8046875
"27","2022-03-01 12:00:00",267.89,267.92,-5.5,1.4,2.8,267.890625,0.992466330528259,2.38418579101562e-07,0.000690743327140808,19.5924491882324,33.0792007446289,33.1140937805176,9.99999897748375e-16
"28","2022-03-01 18:00:00",266.83,266.83,-4.1,3.2,0.4,266.826965332031,0.987262189388275,3.57627868652344e-07,0.000569522380828857,18.3328952789307,24.439281463623,24.4619064331055,0
"29","2022-03-02",269.14,269.14,-3.6,3.7,2.5,269.144409179688,0.98727935552597,0,0.000518113374710083,17.0188465118408,28.8486480712891,28.8624877929688,4.8671875
"30","2022-03-02 06:00:00",267.44,267.19,5.1,8.1,-9.7,267.436309814453,0.989308774471283,3.57627868652344e-06,0.000151008367538452,18.2914066314697,26.2632293701172,26.2863540649414,5.1015625
"31","2022-03-02 12:00:00",265.94,265.77,2,6.5,-10.1,265.939025878906,0.981373012065887,1.66893005371094e-06,0.000110611319541931,14.729700088501,11.0939636230469,11.1311950683594,9.99999897748375e-16
"32","2022-03-02 18:00:00",264.91,264.98,-3.4,2.1,-6.7,264.913940429688,0.976137638092041,1.19209289550781e-07,5.4284930229187e-05,9.2029914855957,3.72084808349609,3.74608612060547,0
"33","2022-03-03",264.49,264.99,-10.5,-1.7,5.2,264.491149902344,0.976227700710297,1.19209289550781e-07,2.08169221878052e-05,8.30877876281738,1.56891632080078,1.58625793457031,25.1015625
"34","2022-03-03 06:00:00",262.47,264.92,-40.4,0.3,-20.6,262.473510742188,0.821215212345123,0,0,7.53022909164429,0.406978607177734,0.412506103515625,13.5703125
"35","2022-03-03 12:00:00",256.46,260.46,-8.7,-1.7,-52.5,256.462768554688,0.896836221218109,0,0,0.674505710601807,0.0370521545410156,0.041595458984375,9.99999897748375e-16
"36","2022-03-03 18:00:00",260.35,267.4,-26.6,0.2,-10.5,260.355163574219,0.565613090991974,0,0,1.78697097301483,0.004638671875,0.00582122802734375,0
"37","2022-03-04",260.83,266.72,-17.7,2,0.5,260.826507568359,0.534134149551392,0,0,1.41875398159027,0.002655029296875,0.00310516357421875,29.09375
"38","2022-03-04 06:00:00",263.14,266.89,-20.9,5.2,-12.9,263.135131835938,0.616655349731445,0,0,2.60394310951233,0.000667572021484375,0.000667572021484375,12.6796875
"39","2022-03-04 12:00:00",264.93,265.09,-2.8,2.4,3.8,264.929870605469,0.95192152261734,0,0.000208720564842224,5.04103899002075,0.55164909362793,0.55164909362793,9.99999897748375e-16
"40","2022-03-04 18:00:00",267.12,267.51,-7.7,-2.1,9,267.11474609375,0.986648738384247,0,0.000486075878143311,7.40087699890137,14.5045623779297,14.5054740905762,0
"41","2022-03-05",265.57,265.75,-2.7,0.5,9.3,265.573638916016,0.977238118648529,5.96046447753906e-08,0.000453144311904907,4.60661315917969,19.5856246948242,19.5879287719727,7.3125
